customer_id,name,email,age,registration_date,last_purchase_date,total_spent
192,David Harris,david.harris@yahoo.com,25.23763580760517,2021-06-22,2022-06-05,61.53
193,Tom Taylor,tom.taylor@company.com,37.24114465817888,2024-09-13,2025-05-06,24.27
194,Alex Garcia,alex.garcia@company.com,40.67195667292056,2023-06-17,2024-02-29,16.41
195,Julia Davis,julia.davis@outlook.com,27.921088425610925,2024-03-06,,0.0
196,Lisa Martin,lisa.martin@hotmail.com,45.131398737169015,2021-11-07,2021-12-24,136.78
197,John Davis,john.davis@outlook.com,36.579734803031414,2024-03-23,2024-05-21,5.26
198,Unknown Customer,unknown@email.com,27.925191392091186,2023-09-24,2023-10-06,138.99
199,Anna Thomas,anna.thomas@hotmail.com,38.9100902257751,2022-09-12,2022-09-18,142.92
200,Julia Davis,julia.davis@yahoo.com,49.50017381088276,2024-06-25,,0.0
201,Sam Wilson,sam.wilson@outlook.com,49.89376812654472,2023-04-07,2023-06-19,25.53
202,Anna Thomas,anna.thomas@yahoo.com,41.88424436003064,2023-07-08,2024-04-03,78.24
203,David Davis,david.davis@company.com,18.87146445833787,2023-05-07,2024-05-03,39.21
204,Alex Taylor,alex.taylor@company.com,41.06391800093678,2024-09-11,2025-01-05,7.4
205,Sophie Jackson,sophie.jackson@gmail.com,51.80479753754339,2024-02-04,2024-03-04,123.59
206,Sam Jackson,sam.jackson@hotmail.com,41.65069644735247,2022-11-12,2023-08-18,107.14
207,Chris Martin,chris.martin@.com,20.404090006458812,2020-10-22,2021-08-27,28.53
208,Jane Harris,jane.harris@hotmail.com,32.477997106497185,2021-11-11,,0.0
209,Sophie Harris,sophie.harris@hotmail.com,38.434337108576266,2020-07-21,2020-08-06,1448.95
210,Lisa Taylor,lisa.taylor@gmail.com,5.018076945542589,2020-08-31,,0.0
211,Emma Jackson,emma.jackson@company.com,26.26793174172531,2020-08-31,,0.0
212,Mark Jackson,mark.jackson@outlook.com,35.11358232827218,2024-06-02,,0.0
213,Tom Wilson,tom.wilson@gmail.com,41.56353314555948,2022-06-25,2022-12-22,55.12
214,Emma Martin,emma.martin@gmail.com,35.82614877540623,2024-06-13,2024-10-11,3.41
215,Sarah Smith,sarah.smith@company.com,60.244077236740644,2023-05-29,,0.0
216,Alex Martin,alex.martin@hotmail.com,42.15676482941184,2024-07-06,2024-07-07,266.17
217,Lisa Harris,lisa.harris@company.com,15.34874099051994,2020-09-30,2021-05-09,178.12
218,Tom Harris,tom.harris@hotmail.com,36.43520315200525,2024-06-26,2025-02-13,215.1
219,Mark Jackson,mark.jackson@hotmail.com,30.994653549933354,2023-09-14,2023-12-26,12.42
220,Chris Garcia,chris.garcia@yahoo.com,22.852719717955818,2024-08-18,2024-12-06,75.13
221,Tom Johnson,tom.johnson@hotmail.com,35.001188262221845,2022-06-17,2022-07-07,53.76
222,Sophie Davis,sophie.davis@company.com,31.373832956208542,2022-02-20,2022-07-03,42.06
223,Tom Thomas,tom.thomas@company.com,3.762354946072417,2022-06-29,2022-08-02,406.62
224,Mike Martin,mike.martin@company.com,53.36234238636022,2022-04-11,,0.0
225,Alex Harris,alex.harris@company.com,42.979125947620894,2023-10-11,2023-12-30,56.26
226,Emma Smith,emma.smith@outlook.com,40.95439024835979,2024-08-17,,0.0
227,Lisa Jackson,lisa.jackson@gmail.com,28.576199449188092,2022-01-03,,0.0
228,Unknown Customer,unknown@email.com,32.80219434736046,2022-08-16,2022-09-18,29.97
229,Tom Wilson,tom.wilson@company.com,30.719922389841546,2022-12-24,2022-12-31,29.55
230,Unknown Customer,unknown@email.com,35.54267250799979,2023-03-26,2023-04-19,11.2
231,Anna Wilson,anna.wilson@outlook.com,35.614374822573026,2022-01-16,2022-08-20,64.87
232,Mike Davis,mike.davis@.com,41.00288563323884,2021-01-29,,0.0
233,Sam Thomas,sam.thomas@outlook.com,28.596796322729997,2024-05-16,2025-04-11,464.51
234,Sam Smith,sam.smith@gmail.com,40.21724077468269,2024-05-10,2025-02-22,33.62
235,Lisa Brown,lisa.brown@yahoo.com,40.70516819031948,2020-08-27,2021-03-13,81.71
236,Alex White,alex.white@company.com,50.35422403712191,2023-07-12,2024-05-16,41.11
237,Emma Moore,emma.moore@hotmail.com,8.398173927751227,2020-03-10,2021-02-05,47.97
238,Anna Wilson,anna.wilson@yahoo.com,23.412022357721504,2020-07-16,2020-12-29,191.47
239,Anna Davis,anna.davis@hotmail.com,54.54999637881134,2020-07-16,,0.0
240,Sophie Harris,sophie.harris@company.com,28.01861559929535,2022-09-08,2022-12-20,11.01
241,Anna Wilson,anna.wilson@outlook.com,20.91344042709233,2022-05-08,2023-04-06,5.96
242,Mark Moore,mark.moore@hotmail.com,52.96918019815551,2022-08-31,2023-05-03,266.85
243,Unknown Customer,unknown@email.com,57.29242812245279,2020-11-20,,0.0
244,David Davis,david.davis@hotmail.com,43.14736385314679,2020-10-14,2021-10-05,50000.0
245,Tom Martin,tom.martin@company.com,35.001188262221845,2022-08-24,2022-09-18,62.8
246,Tom Moore,tom.moore@yahoo.com,25.25117181275096,2021-12-14,,0.0
247,David Thomas,david.thomas@hotmail.com,42.378096767635675,2022-07-14,,0.0
248,Emma Garcia,emma.garcia@hotmail.com,56.34386151845898,2023-11-21,2024-05-09,3.01
249,Tom Wilson,tom.wilson@gmail.com,30.22229587293836,2020-08-26,2020-12-25,394.61
250,Unknown Customer,unknown@email.com,27.656934543058757,2020-01-25,2020-10-17,109.09
251,John Johnson,john.johnson@hotmail.com,34.97916172069166,2024-05-13,2025-04-20,18.56
252,John White,john.white@company.com,32.265344221392056,2020-12-22,2021-05-16,59.05
253,Sam Thomas,sam.thomas@company.com,35.001188262221845,2023-03-27,2023-05-12,87.26
254,Mark Smith,mark.smith@outlook.com,33.64246336981112,2022-12-07,2022-12-26,196.87
255,Jane Thomas,jane.thomas@hotmail.com,19.409403638650108,2023-12-25,2024-08-14,27.43
256,John Wilson,john.wilson@hotmail.com,46.50062983810451,2020-09-24,2021-06-02,103.21
257,Lisa Harris,lisa.harris@outlook.com,35.61993172221296,2022-06-20,2023-02-07,8.78
258,Sam Wilson,sam.wilsongmail.com,37.69207588133699,2022-03-03,2022-04-18,9.52
259,David Taylor,david.taylor@outlook.com,45.84821065713577,2021-05-04,2021-07-28,75.45
260,David Jackson,david.jackson@.com,19.759266935455614,2020-02-18,2020-02-21,72.94
261,John Wilson,john.wilson@yahoo.com,38.443470251620504,2021-02-16,2021-07-23,291.47
262,Julia Smith,julia.smith@gmail.com,60.49725683620354,2023-03-14,2024-02-10,77.51
263,Tom Davis,tom.davis@yahoo.com,50.976068743860836,2021-02-23,2021-06-17,21.97
264,John Anderson,john.anderson@outlook.com,35.85504499893071,2024-05-03,,0.0
265,Anna Anderson,anna.anderson@yahoo.com,19.47790849755085,2022-07-04,2022-09-01,75000.0
266,Unknown Customer,unknown@email.com,47.8205520043282,2024-04-27,2024-12-22,281.37
267,Lisa Moore,lisa.moore@hotmail.com,42.249450675062214,2022-08-21,2022-11-24,78.5
268,Jane Harris,jane.harris@hotmail.com,62.64366502525747,2023-08-09,2024-07-08,15.23
269,Anna Wilson,anna.wilson@gmail.com,17.246669322323314,2023-07-18,2024-07-14,41.2
270,Mark Thomas,mark.thomas@gmail.com,23.319453943675583,2020-05-18,2020-08-23,192.66
271,Sam Taylor,sam.taylor@hotmail.com,47.085600037677914,2020-08-17,2020-09-02,15.83
272,David Garcia,david.garcia@hotmail.com,25.112774156336002,2024-09-23,2025-05-11,26.07
273,Mike Taylor,mike.taylor@outlook.com,26.370686582609768,2024-06-17,,0.0
274,Anna Johnson,anna.johnson@hotmail.com,44.38556001837751,2020-03-28,2020-12-13,821.76
275,Jane Johnson,jane.johnson@gmail.com,25.509207419989362,2023-05-12,,0.0
276,Mark Brown,mark.brown@,35.40832893286679,2021-08-23,2021-11-26,640.43
277,Sarah Thomas,sarah.thomas@gmail.com,36.33647122208063,2024-06-17,2025-02-03,42.94
278,Emma Harris,emma.harris@hotmail.com,23.17035429598608,2020-08-01,2021-02-08,37.9
279,Sophie Brown,sophie.brown@hotmail.com,31.590138824854435,2021-11-28,2022-10-28,39.54
280,Tom Davis,tom.davis@company.com,11.261297007502277,2020-01-12,2020-02-02,303.41
281,John Jackson,john.jackson@company.com,35.56321882472444,2020-02-01,2020-06-21,256.49
282,Sarah Anderson,sarah.anderson@yahoo.com,16.48638181748425,2020-08-24,2020-11-16,97.74
283,Unknown Customer,unknown@email.com,27.40693964137953,2021-07-11,2021-08-28,68.25
284,Jane Martin,jane.martin@company.com,40.058553002438735,2023-01-08,2023-02-07,42.23
285,Mark White,@mark.white.com,38.20182075554482,2022-09-13,2023-01-31,2631.63
286,Alex Taylor,alex.taylor@yahoo.com,29.03681569858426,2021-04-17,2022-01-24,7.42
287,Sam White,sam.white@company.com,32.80917230744551,2020-04-21,2021-02-26,31.04
288,Emma Davis,emma.davis@yahoo.com,38.10393377426466,2024-07-12,2025-04-08,87.72
289,Emma Thomas,emma.thomas@hotmail.com,37.552877310291926,2021-05-07,2021-09-12,5.69
290,Mike White,mike.white@gmail.com,40.33728569397914,2024-02-18,,0.0
291,Jane Martin,jane.martin@hotmail.com,25.092155806374294,2024-04-27,2024-11-30,23.69
292,Mike Wilson,mike.wilson@yahoo.com,36.92587548768176,2024-04-21,2025-01-14,1465.83
293,Anna Jackson,anna.jackson@hotmail.com,61.55037247276691,2024-04-19,2024-09-13,228.96
294,David Moore,david.moore@gmail.com,49.31282198499697,2020-12-01,,0.0
295,Alex Harris,alex.harris@company.com,19.905582129093343,2020-05-26,2021-04-06,23.42
296,Jane Smith,jane.smith@.com,47.353489779180286,2021-11-15,2022-08-14,22.44
297,Tom White,tom.white@gmail.com,45.46778456034141,2021-01-09,2021-09-16,7.5
298,Unknown Customer,unknown@email.com,35.87836389202033,2021-05-18,2021-09-29,28.39
299,Alex Moore,alex.moore@outlook.com,33.19708413442089,2023-12-22,2024-04-26,128.12
300,Julia White,julia.white@gmail.com,37.144336601725705,2023-12-15,2024-05-04,96.97
301,Tom Smith,tom.smith@outlook.com,49.750577411564606,2021-11-10,2022-06-24,30.6
302,John Anderson,john.anderson@hotmail.com,50.304688855988175,2024-07-30,,0.0
